ID;TaskID;TaskDescription;TaskAssignDuration;TaskCostPerHour;TaskCategory;ExecutionFinishDate;ExecutionDelay (hours);ExecutionBriefDescription;FreelancerID;FreelancerName;FreelancerExpertise;FreelancerEMail;FreelancerNIF;FreelancerBanckAccout;FreelancerAddress;FreeLancerCountry
739;640;Mobile Application Development;39;11;Network Administration;06/05/2020;0;Non-expert, problem unsolved;MS3;John Wayne;Junior;Marion190@hotmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
740;641;Mobile Application Development;95;14;Software Development;02/02/2020;7;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;Portugal
741;642;Mobile Application Development;78;22;Software Development;08/03/2020;-7;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Street 92, 90, New York;USA
742;643;Mobile Application Development;76;33;Network Administration;26/02/2020;6;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
743;644;Mobile Application Development;44;18;Software Development;24/01/2020;2;High Quality Work;MA1;Maria Sousa;Junior;Marion190@hotmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
744;645;Mobile Application Development;51;43;Software Development;20/04/2020;0;Non-expert, problem unsolved;MA1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Boulevard Royal, 100;USA
745;646;Mobile Application Development;48;30;Network Administration;18/01/2020;-5;Non-expert, problem unsolved;JW1;Maria Sousa;Senior;Marion190@hotmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
746;647;Mobile Application Development;57;46;Software Development;10/05/2020;1;Medium Quality Work, not an expert in Web development;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
747;648;Mobile Application Development;91;34;Software Development;13/04/2020;6;Non-expert, problem unsolved;MS3;John Wayne;Junior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
748;649;Mobile Application Development;69;40;Software Development;29/01/2020;-9;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
749;650;Mobile Application Development;30;15;Software Development;28/02/2020;-3;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Portugal
750;651;Mobile Application Development;96;26;Software Development;16/03/2020;7;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
751;652;Mobile Application Development;25;43;Software Development;02/01/2020;-8;Non-expert, problem unsolved;MA1;John Wayne;Junior;Marion190@hotmail.com;921654987;US120010001234567891;Street 92, 90, New York;Portugal
752;653;Mobile Application Development;42;43;Software Development;01/03/2020;-3;High Quality Work;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
753;654;Mobile Application Development;37;46;Software Development;02/02/2020;10;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;jw@gmail.com;921654987;LU120010001234567891;Street 92, 90, New York;Portugal
754;655;Mobile Application Development;94;59;Software Development;10/02/2020;9;High Quality Work;MA1;Maria Sousa;Junior;jw@gmail.com;223654587;US120010001234567891;Street 92, 90, New York;USA
755;656;Mobile Application Development;80;51;Software Development;04/04/2020;6;Non-expert, problem unsolved;MS3;Marion Antoine;Junior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;USA
756;657;Mobile Application Development;53;12;Software Development;01/02/2020;7;High Quality Work;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
757;658;Mobile Application Development;91;10;Software Development;04/04/2020;3;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
758;659;Mobile Application Development;56;46;Software Development;26/01/2020;-5;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Luxembourg
759;660;Mobile Application Development;65;36;Software Development;06/01/2020;5;Non-expert, problem unsolved;MA1;Maria Sousa;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;USA
760;661;Mobile Application Development;38;39;Software Development;30/01/2020;-9;Non-expert, problem unsolved;JW1;Maria Sousa;Junior;jw@gmail.com;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
761;662;Mobile Application Development;99;37;Network Administration;03/04/2020;-8;High Quality Work;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Street 92, 90, New York;Portugal
762;663;Mobile Application Development;37;49;Software Development;12/05/2020;9;High Quality Work;JW1;Marion Antoine;Senior;jw@gmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;Luxembourg
763;664;Mobile Application Development;39;38;Software Development;18/04/2020;9;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Luxembourg
764;665;Mobile Application Development;70;50;Software Development;17/05/2020;5;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Street 92, 90, New York;USA
765;666;Mobile Application Development;51;43;Network Administration;12/03/2020;6;High Quality Work;MA1;John Wayne;Senior;ms10@isep.ipp.pt;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
766;667;Mobile Application Development;59;52;Network Administration;19/05/2020;-10;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;jw@gmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
767;668;Mobile Application Development;61;23;Network Administration;16/02/2020;-6;Non-expert, problem unsolved;MA1;John Wayne;Junior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
768;669;Mobile Application Development;52;20;Network Administration;16/05/2020;4;Non-expert, problem unsolved;MS3;Maria Sousa;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Boulevard Royal, 100;USA
769;670;Mobile Application Development;64;34;Network Administration;19/01/2020;-2;High Quality Work;MS3;Maria Sousa;Junior;jw@gmail.com;223654587;PT120010001234567891;Street 92, 90, New York;Luxembourg
770;671;Mobile Application Development;82;32;Software Development;26/05/2020;-6;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;Marion190@hotmail.com;223654587;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
771;672;Mobile Application Development;40;29;Software Development;15/05/2020;3;High Quality Work;JW1;Maria Sousa;Senior;jw@gmail.com;921654987;US120010001234567891;Street 92, 90, New York;USA
772;673;Mobile Application Development;22;51;Software Development;14/02/2020;4;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;ms10@isep.ipp.pt;213456789;LU120010001234567891;Boulevard Royal, 100;USA
773;674;Mobile Application Development;84;24;Software Development;07/03/2020;-4;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;jw@gmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Luxembourg
774;675;Mobile Application Development;78;60;Network Administration;22/04/2020;1;High Quality Work;MS3;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Luxembourg
775;676;Mobile Application Development;36;19;Software Development;05/04/2020;-6;High Quality Work;MS3;Maria Sousa;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Street 92, 90, New York;USA
776;677;Mobile Application Development;33;31;Software Development;25/05/2020;-7;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
777;678;Mobile Application Development;78;29;Software Development;15/02/2020;10;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Junior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
778;679;Mobile Application Development;67;58;Software Development;13/01/2020;2;Medium Quality Work, not an expert in Web development;MS3;Maria Sousa;Senior;ms10@isep.ipp.pt;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
779;680;Mobile Application Development;36;15;Software Development;30/04/2020;-10;High Quality Work;JW1;John Wayne;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
780;681;Mobile Application Development;30;28;Software Development;25/03/2020;1;High Quality Work;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
781;682;Mobile Application Development;26;38;Software Development;09/05/2020;7;Non-expert, problem unsolved;MA1;John Wayne;Junior;Marion190@hotmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
782;683;Mobile Application Development;63;31;Software Development;21/05/2020;-1;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;Marion190@hotmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
783;684;Mobile Application Development;20;14;Software Development;16/04/2020;8;High Quality Work;JW1;Maria Sousa;Junior;ms10@isep.ipp.pt;223654587;US120010001234567891;Street 92, 90, New York;USA
784;685;Mobile Application Development;68;57;Software Development;21/05/2020;-5;Non-expert, problem unsolved;MA1;John Wayne;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;Portugal
785;686;Mobile Application Development;63;18;Software Development;13/02/2020;-6;High Quality Work;MA1;Marion Antoine;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
786;687;Mobile Application Development;47;54;Software Development;06/04/2020;-6;Non-expert, problem unsolved;MA1;Maria Sousa;Junior;jw@gmail.com;921654987;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
787;688;Mobile Application Development;87;46;Network Administration;13/05/2020;-9;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
788;689;Mobile Application Development;20;36;Network Administration;06/05/2020;4;Non-expert, problem unsolved;JW1;Marion Antoine;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;Luxembourg
789;690;Mobile Application Development;88;37;Software Development;08/01/2020;-1;Medium Quality Work, not an expert in Web development;MA1;Maria Sousa;Junior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Boulevard Royal, 100;Portugal
790;691;Mobile Application Development;52;54;Network Administration;19/04/2020;0;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;ms10@isep.ipp.pt;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
791;692;Mobile Application Development;25;29;Software Development;14/05/2020;10;High Quality Work;MS3;Marion Antoine;Senior;Marion190@hotmail.com;921654987;LU120010001234567891;Boulevard Royal, 100;Portugal
792;693;Mobile Application Development;32;35;Network Administration;08/05/2020;9;High Quality Work;MA1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
793;694;Mobile Application Development;28;34;Software Development;10/03/2020;-4;High Quality Work;MS3;John Wayne;Senior;Marion190@hotmail.com;223654587;PT120010001234567891;Boulevard Royal, 100;Portugal
794;695;Mobile Application Development;97;43;Software Development;21/01/2020;-5;High Quality Work;MS3;John Wayne;Junior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Boulevard Royal, 100;USA
795;696;Mobile Application Development;67;60;Network Administration;24/03/2020;1;Non-expert, problem unsolved;JW1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
796;697;Mobile Application Development;90;46;Software Development;20/02/2020;3;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
797;698;Mobile Application Development;96;16;Network Administration;04/03/2020;-1;High Quality Work;JW1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
798;699;Mobile Application Development;60;29;Network Administration;05/01/2020;-10;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;jw@gmail.com;921654987;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
799;700;Mobile Application Development;81;54;Network Administration;19/05/2020;1;Non-expert, problem unsolved;JW1;John Wayne;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Street 92, 90, New York;Portugal
800;701;Mobile Application Development;68;26;Network Administration;03/03/2020;4;High Quality Work;MA1;Marion Antoine;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;USA
801;702;Mobile Application Development;56;26;Software Development;01/05/2020;5;High Quality Work;MA1;John Wayne;Senior;jw@gmail.com;921654987;PT120010001234567891;Street 92, 90, New York;Luxembourg
802;703;Mobile Application Development;24;32;Software Development;14/03/2020;4;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;223654587;LU120010001234567891;Street 92, 90, New York;Portugal
803;704;Mobile Application Development;83;11;Software Development;25/05/2020;-6;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;jw@gmail.com;213456789;US120010001234567891;Boulevard Royal, 100;Portugal
804;705;Mobile Application Development;31;49;Network Administration;15/03/2020;-4;Medium Quality Work, not an expert in Web development;MA1;John Wayne;Junior;Marion190@hotmail.com;213456789;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
805;706;Mobile Application Development;65;56;Network Administration;03/04/2020;-9;Medium Quality Work, not an expert in Web development;MS3;John Wayne;Senior;Marion190@hotmail.com;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
806;707;Mobile Application Development;37;50;Network Administration;01/02/2020;0;Non-expert, problem unsolved;MS3;Marion Antoine;Senior;jw@gmail.com;921654987;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Luxembourg
807;708;Mobile Application Development;65;13;Software Development;16/04/2020;-4;Non-expert, problem unsolved;MS3;John Wayne;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Boulevard Royal, 100;Luxembourg
808;709;Mobile Application Development;56;39;Software Development;28/03/2020;-2;Medium Quality Work, not an expert in Web development;JW1;Marion Antoine;Senior;Marion190@hotmail.com;223654587;US120010001234567891;Boulevard Royal, 100;USA
809;710;Mobile Application Development;57;12;Software Development;17/04/2020;-5;High Quality Work;MS3;John Wayne;Senior;ms10@isep.ipp.pt;223654587;PT120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
810;711;Mobile Application Development;57;33;Software Development;04/03/2020;9;High Quality Work;MA1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;US120010001234567891;Street 92, 90, New York;USA
811;712;Mobile Application Development;21;21;Software Development;17/05/2020;1;High Quality Work;MS3;Maria Sousa;Junior;Marion190@hotmail.com;223654587;US120010001234567891;Rua SÃƒÂ£o TomÃƒÂ©, 54, Porto;Portugal
812;713;Mobile Application Development;65;52;Network Administration;24/01/2020;-3;Non-expert, problem unsolved;MA1;Marion Antoine;Senior;ms10@isep.ipp.pt;213456789;PT120010001234567891;Boulevard Royal, 100;Portugal
813;714;Mobile Application Development;96;59;Network Administration;28/01/2020;0;Medium Quality Work, not an expert in Web development;JW1;Maria Sousa;Senior;Marion190@hotmail.com;213456789;LU120010001234567891;Street 92, 90, New York;Portugal
